,UniProt,Protein,Infected_8h_1,Infected_8h_2,Infected_8h_3,Infected_8h_4,Infected_8h_5,Mock_8h_1,Mock_8h_2,Mock_8h_3,Mock_8h_4,Mock_8h_5,Infected_16h_1,Infected_16h_2,Infected_16h_3,Infected_16h_4,Infected_16h_5,Mock_16h_1,Mock_16h_2,Mock_16h_3,Mock_16h_4,Mock_16h_5,Infected_24h_1,Infected_24h_2,Infected_24h_3,Infected_24h_4,Infected_24h_5,Mock_24h_1,Mock_24h_2,Mock_24h_3,Mock_24h_4,Mock_24h_5,id,Total missingness,Mock_8h missingness,Mock_16h missingness,Mock_24h missingness,Infected_8h missingness,Infected_16h missingness,Infected_24h missingness,missing_check,Infected_8h/Mock_8h,Infected_8h/Mock_8h_pval,Infected_8h/Mock_8h_adj-p,Infected_16h/Mock_16h,Infected_16h/Mock_16h_pval,Infected_16h/Mock_16h_adj-p,Infected_24h/Mock_24h,Infected_24h/Mock_24h_pval,Infected_24h/Mock_24h_adj-p,Infected_16h/Infected_8h,Infected_16h/Infected_8h_pval,Infected_16h/Infected_8h_adj-p,Infected_24h/Infected_8h,Infected_24h/Infected_8h_pval,Infected_24h/Infected_8h_adj-p,Infected_24h/Infected_16h,Infected_24h/Infected_16h_pval,Infected_24h/Infected_16h_adj-p,Type,Experiment,Residue,Site
ETFB_HUMAN,ETFB_HUMAN,ETFB_HUMAN,27.495414074809275,27.4889526625169,27.603206377802934,27.782337537672237,27.47795240391709,27.569346421922354,27.481722699267745,27.35978423465236,27.37821455656984,27.459061422713766,27.911341665353763,28.026753419047985,27.75861164844519,27.920461332990747,28.041325560603873,27.295973784561756,27.448176392541992,27.44647609773121,27.734374735285535,27.59765067594349,27.54731029984491,27.645201391300272,27.510901230983883,27.66284973261094,27.41639042936322,27.651606400256103,27.491408031431376,27.391766554182162,27.48122647680638,27.328429788095235,ETFB_HUMAN,0,0,0,0,0,0,0,0,0.11994674431847585,0.12067264994501475,0.5878641817069928,0.4271683880755113,0.0014822477224660676,0.04437920264288286,0.08764316666639616,0.25180576526868825,0.5087828969646955,0.3621261139446226,0.0015264593319091926,0.023711001622322793,-0.013041994523042888,0.8633971844235984,0.9547465505528204,-0.37516810846766546,0.000563152156791311,0.008746027703338226,Global,LiP,GLB,ETFB_HUMAN@GLB
RBMX_HUMAN,RBMX_HUMAN,RBMX_HUMAN,29.193131787221542,28.740693139280566,28.898340293853092,28.8120724798657,29.38761873003473,29.422953818608548,29.497167937419476,29.177227102374275,29.325873133611818,29.436957162433508,28.34326664476738,29.407821603138526,29.084235267083738,28.624100868142957,28.67049749357657,29.113209682241596,29.06210267087006,28.850083342124826,28.835838709577562,28.973231571596383,28.75480432963502,29.50783752871914,29.543891587669126,29.7664739167197,29.192569391474397,29.263868223989107,28.82049739979589,28.9070236688202,29.01417624812251,29.232347752747778,RBMX_HUMAN,0,0,0,0,0,0,0,0,-0.3656645448383955,0.026451521965072212,0.4251053525815462,-0.1409088199402504,0.49160727914188873,0.7453535243137468,0.30553269214837897,0.15764953694332434,0.3940457306275722,-0.18038691070929147,0.4438981870762114,0.627183601695882,0.3467440647923503,0.14368729781891496,0.5789877697953757,0.5271309755016418,0.07412612894008261,0.17630478046734166,Global,LiP,GLB,RBMX_HUMAN@GLB
COIL_HUMAN,COIL_HUMAN,COIL_HUMAN,,21.06683871733823,22.79430038133222,,,,,,,,,,,,,,,,,,,,,,,,,21.040317841046203,,,COIL_HUMAN,27,5,5,4,3,5,5,5,,,,,,,,,,,,,,,,,,,Global,LiP,GLB,COIL_HUMAN@GLB
LICH_HUMAN,LICH_HUMAN,LICH_HUMAN,25.2751807038913,25.549192249099686,,,25.410421505100672,,24.559884552131,,,,25.7412787136621,,,,,25.87418114763898,25.320126265212167,25.94462789696448,25.28053898611964,25.14957111825093,25.936167236004223,25.097895999082343,24.841896183047734,25.31102613649842,,,25.885797766644238,,,25.30462334417425,LICH_HUMAN,14,4,0,3,2,4,1,2,0.8517136005662209,0.03281390859221391,0.43899229007821927,0.2274696308248636,0.6021842139507176,0.8128303347087764,-0.29846416675106724,0.4900377061494047,0.7094037647595796,0.3296805609648814,0.17255206112011662,0.35380074612068707,-0.11485176403904163,0.7029736557154408,0.9192142427809483,-0.44453232500392303,0.45749421568167653,0.602180513382263,Global,LiP,GLB,LICH_HUMAN@GLB
VATA_HUMAN,VATA_HUMAN,VATA_HUMAN,27.494098804728242,27.527182881802663,27.572813764521754,27.501313640292967,27.297299834704127,27.49495692147664,27.382912460984322,27.47839429346741,27.388189354719888,27.641583110367094,27.41686578575179,27.450753307620992,27.52466472763706,27.557140163742886,27.59799656129187,27.467826204592523,27.378727249198374,27.517769976944212,27.60501689122273,27.668292076569774,27.622417022286687,27.53116459993281,27.389882979186666,27.47827267090994,27.360078422679393,27.37520264119983,27.50151490674639,27.52411247471837,27.55754559158144,27.58230511379406,VATA_HUMAN,0,0,0,0,0,0,0,0,0.0013345570068779011,0.9845298848436345,0.9926029530129886,-0.018042370496601734,0.7742914462032913,0.9086231250818994,-0.031773006608915466,0.6089657566086513,0.7901209784095352,0.030942323998971233,0.6080524459181533,0.7550573734923581,-0.0021786462108472904,0.9749151681827573,0.9877429941326497,-0.03312097020981852,0.5848011913564544,0.7089427103212228,Global,LiP,GLB,VATA_HUMAN@GLB
GRP75_HUMAN,GRP75_HUMAN,GRP75_HUMAN,28.70634815762492,28.641061271768276,29.00725465980135,28.744451599422902,28.714519598214782,28.74282492292851,28.689962095509127,28.70064090070577,28.44954381055082,28.518386972660164,29.096352604048512,29.493189970314315,29.158338967269867,29.259823999722283,29.364231322611154,28.79464503603447,28.85703818593042,28.587474653506955,28.64291855829156,28.609512228507672,28.94053362296025,28.928398481355917,28.902053920800338,28.86601345073875,28.438900965227706,28.713229489141128,28.58711997123338,28.65282499770835,28.378864112466324,28.712283288867578,GRP75_HUMAN,0,0,0,0,0,0,0,0,0.14245531689557112,0.13435202888280115,0.598140111941636,0.5760696403390106,0.00019618726285610045,0.01610975319645891,0.20631571633323986,0.10632749388119538,0.31084083354068315,0.5116603154267807,0.0006717948536917179,0.016230277292338165,0.05245303085014186,0.6581442013579033,0.8965517622345077,-0.45920728457663884,0.0047402291882929545,0.031133880563198546,Global,LiP,GLB,GRP75_HUMAN@GLB
IF4A3_HUMAN,IF4A3_HUMAN,IF4A3_HUMAN,26.605364016818687,26.492289842967416,26.873693702387364,26.566836955405947,26.75825296216319,26.56849781758643,26.71255102390567,26.531691666223285,26.876250458815683,26.56398887357332,26.370299256558763,27.102511700516192,26.98760239082666,26.717096910772224,,26.97709222008959,26.969242246547065,26.874354925363665,26.459616315042094,26.759031639855067,25.849434729015698,27.025898718235016,26.95011499138445,27.026037046000578,26.15072629710618,26.60263955956077,26.48374452539123,26.672163148912226,26.938955273089963,26.77986828119762,IF4A3_HUMAN,1,0,0,0,0,1,0,0,0.008691527927641829,0.9289087332501151,0.9777588052392162,-0.013489904711036615,0.9421761298753064,0.9811896342179691,-0.09503180128197641,0.7260403049517901,0.8650261295140563,0.1350900687199399,0.43452963282900103,0.6183596446342002,-0.05884513960013393,0.8262297556542284,0.9531765446285534,-0.19393520832007383,0.5607028005266097,0.6919137756498426,Global,LiP,GLB,IF4A3_HUMAN@GLB
CDN1A_HUMAN,CDN1A_HUMAN,CDN1A_HUMAN,25.88581166744047,26.054409112243018,,,25.819411292355575,25.65840073943202,25.210658723711525,25.659612201529853,,25.91494779539454,,,,25.059372181362413,,26.125359357967803,25.544638840844947,25.69525085127175,24.802068901584413,25.357207245083956,,,24.6534538729637,24.96228237801516,,25.958897488222046,25.36278198773237,26.040134872199026,26.432208029862437,26.24526654879766,CDN1A_HUMAN,10,1,0,0,2,4,3,1,0.30897249232937085,0.1518927477458859,0.6156782962007494,-0.4455328579881588,0.44837019697736036,0.713735738880245,-1.1999896598732782,0.012333134707307264,0.09647754917826294,-0.8605051759839419,0.025423629814036033,0.11119584166104837,-1.112009231856927,0.0047244528886844165,0.13002297471304877,-0.2515040558729851,0.5195592721404785,0.6570593178459775,Global,LiP,GLB,CDN1A_HUMAN@GLB
RS19_HUMAN,RS19_HUMAN,RS19_HUMAN,30.201948111923162,30.30619329032251,30.21618669514252,30.468734775580177,30.465023705368928,30.054010342644524,30.38978787298885,29.719598598470412,30.19314162137707,30.24280479249076,29.96863364236872,30.61233474064907,30.18203571873795,29.916820068978293,30.083704210217494,30.17270004766505,29.569658309191702,29.920615748216317,30.1524739833912,30.148568471368502,30.29596863561165,30.226156983212366,29.997826599936563,30.453533862867225,30.31533722198634,29.908883826667388,30.059275021279262,29.683985302365414,29.867150201518218,29.70959519643481,RS19_HUMAN,0,0,0,0,0,0,0,0,0.21174867007313836,0.1354156929440656,0.598140111941636,0.15990236422375048,0.3723828465257319,0.6665785473396553,0.4119867510698114,0.0036567040526210856,0.0470042661638429,-0.17891163947715683,0.22697740275226932,0.4206385272986741,-0.07385265494463056,0.4575452450424775,0.814638368152023,0.10505898453252627,0.48815673843321505,0.6276300922712765,Global,LiP,GLB,RS19_HUMAN@GLB
RL3_HUMAN,RL3_HUMAN,RL3_HUMAN,29.382696329253964,29.77669800436645,29.459283016888428,29.653537182832185,29.744743599978253,29.355765817516687,29.814310696867885,29.26853783863464,29.68953711794609,29.736063984597497,28.932792316958054,29.522135524347885,29.256807474579027,28.987618515692724,29.327728423015653,29.150728568485473,29.14027571117884,29.15239557539082,29.537180552038045,29.42722393784586,29.94195241020203,29.7887998412157,29.42232046670208,29.806244862188112,29.565151570069816,29.376691288828127,29.334713177864543,28.92915262879943,29.173815501633683,29.57501896384515,RL3_HUMAN,0,0,0,0,0,0,0,0,0.030548535551297107,0.8256642048722309,0.9567708008872803,-0.0761444180691413,0.5957567505789354,0.8110104684430386,0.42701551788136527,0.017207219922717232,0.11800554574346026,-0.3979751757451879,0.018161428445275563,0.08815860057810847,0.10150220341169103,0.4274626528253359,0.7921532112171519,0.49947737915687895,0.008348082753154564,0.04448608797143389,Global,LiP,GLB,RL3_HUMAN@GLB
COFA1_HUMAN,COFA1_HUMAN,COFA1_HUMAN,23.89607318178466,24.689571481837465,25.389332766151714,,24.877085237084426,25.190590714439715,24.927469728960954,24.828874848086112,24.839365591424706,25.105760813894026,25.746670413930783,25.41287604816372,25.35915554562846,25.37599131953959,25.71559441125019,25.69359481921316,25.789052765631567,25.409381634148286,25.60947254680577,25.58290261301876,,,,23.69863994972388,,25.91650203330229,25.469075228192427,25.734705439390396,25.735981353571354,25.610179196930442,COFA1_HUMAN,5,0,0,0,1,0,4,1,-0.2653966726465349,0.3817183152432448,0.7897409374663926,-0.09482332806096139,0.3998990410250274,0.6907596759463901,-1.9946487005534976,0.0003946572629311347,0.013816296205114254,0.8090418809879836,0.026576078571966266,0.11402381472211634,-1.0143757169906884,0.23941642081633957,0.6735471288157594,-1.823417597978672,0.0009771921356401306,0.012306361334139227,Global,LiP,GLB,COFA1_HUMAN@GLB
COIA1_HUMAN,COIA1_HUMAN,COIA1_HUMAN,25.43521318388694,25.140912788276225,25.47448756284175,25.682191881388004,25.388497147850515,25.885922620186577,25.251924530335234,25.45235346419577,25.52919989995858,25.265089214910386,25.34939743238496,25.302953522771272,25.584153811657835,25.348081328210657,25.972219491396633,25.853879408226437,26.089152337394932,26.097515313080766,26.16198956228441,25.8895004769937,,,,,,25.42739669108945,25.79123913784803,25.66809140465003,25.58232167328783,25.73446568703813,COIA1_HUMAN,5,0,0,0,0,0,5,1,-0.052637433068621675,0.7248581115832191,0.9235267038803513,-0.5070463023117746,0.006656175931394276,0.09404653071604833,,,,0.08710060443558731,0.5834331389718255,0.7383474811160656,,,,,,,Global,LiP,GLB,COIA1_HUMAN@GLB
AN32A_HUMAN,AN32A_HUMAN,AN32A_HUMAN,28.18227415890793,28.533313734297984,25.959795331717228,28.542913174285157,28.70932432623386,,25.83115554187065,27.205043082897504,28.518782582317154,29.036742467875527,28.349851722175313,,27.791092864753388,27.944545932347438,27.609135067647046,27.600507568372088,27.96029799558366,27.029770225931543,28.403849689296628,27.378653603768605,28.93469464230496,28.50198275998919,28.193680653159632,28.826672066148962,29.237389682385025,28.846982180697495,27.565226224784706,27.90682094757152,27.634737667885123,27.987197949606365,AN32A_HUMAN,2,1,0,0,0,1,0,0,0.337593226348222,0.7058000448956259,0.919803850012856,0.24904058014028863,0.4371043049744633,0.7071443472580844,0.7506909666885129,0.032719918153632545,0.17081132783059602,-0.061867748357634866,0.9205920954104534,0.955640964170511,0.7533598157091212,0.2037024095345423,0.6464277169967225,0.8152275640667561,0.013032220291685772,0.05861948058949315,Global,LiP,GLB,AN32A_HUMAN@GLB
FEN1_HUMAN,FEN1_HUMAN,FEN1_HUMAN,26.566416238071753,26.472424303476583,26.649532088671698,26.278179162694748,26.53718021170876,26.44193100762654,26.614375020387577,26.552549650946276,26.52970610077465,26.38090842943501,26.412484048376072,26.477173972550972,26.308243385425477,26.68820896731481,26.600410135545776,26.172197989801,26.45575762825692,26.42521162642324,26.323370001373945,26.088780527317653,26.514457967023077,26.63801117826968,26.47111847922437,26.561135516105647,26.31037037027686,25.9131961883015,26.38804070005999,26.221429722470376,26.358158896800166,26.419530908215986,FEN1_HUMAN,0,0,0,0,0,0,0,0,-0.003147640909300975,0.967526353116019,0.9892447570918577,0.20424054720807305,0.07038474073152172,0.3249975349705957,0.23894741901032646,0.05774701182742828,0.22047291978292766,-0.003442299082085043,0.9710060317477931,0.9848391212384621,-0.0017276987447800707,0.9839094051755672,0.9920916032108394,0.0017146003373049723,0.9846992784089406,0.9926153320056745,Global,LiP,GLB,FEN1_HUMAN@GLB
CUX1_HUMAN,CUX1_HUMAN,CUX1_HUMAN,24.061719037025085,23.998252456046096,,,,24.303225112906887,24.54798199202811,25.02637633015159,24.696559646909638,25.13649213659713,,24.20542624016607,,,,,23.97612125063426,,,,,,24.01412308705476,,,24.13421969586411,,,,,CUX1_HUMAN,19,0,4,4,3,4,4,4,-0.7121412971830807,0.03917764718954739,0.45871329034164854,0.22930498953180845,,,-0.12009660880935158,,,0.17544049363047876,0.1932803107505355,0.38194096873833655,-0.0158626594808311,0.821130239953582,0.9508791095612877,-0.19130315311130985,,,Global,LiP,GLB,CUX1_HUMAN@GLB
CAPG_HUMAN,CAPG_HUMAN,CAPG_HUMAN,26.335436816270377,26.35605925835967,26.397169167262838,26.522105941202156,26.24288324557221,26.46539764349663,26.60963167219526,26.91035883531584,26.845171062246457,26.795633337525818,26.192228317088478,26.737265775576883,26.155265171783125,26.189619937531173,26.82279359059873,26.401515193256415,26.35125303280966,26.262570352104852,26.416134844079117,26.183584984519694,26.921596020752755,26.324542971926768,26.71393824843273,26.260578729170774,26.21873587467844,26.68919982928714,26.686239799391064,26.57104066080137,26.45174691825795,26.68549738044746,CAPG_HUMAN,0,0,0,0,0,0,0,0,-0.3545076244225527,0.005387941802667565,0.35670937780737566,0.0964228771617357,0.5496395593564687,0.780773927087916,-0.1288665486447087,0.4072356270980406,0.6482984651235931,0.04870367278222787,0.7611199980009916,0.8593614779191813,0.11714748325884017,0.44811200986649946,0.8066062723242908,0.0684438104766123,0.7452257766622342,0.8299475527585092,Global,LiP,GLB,CAPG_HUMAN@GLB
CAP2_HUMAN,CAP2_HUMAN,CAP2_HUMAN,26.03151228649745,26.64553552145996,26.789955955233463,26.15826142090223,26.44963708139047,26.17583920894274,26.008721971315335,26.50056629659451,26.430408590830666,26.40046453365966,26.827439017902798,26.60589811648542,26.423693789351503,26.540578576233656,26.256478819281185,26.445537618250768,26.917194031245266,26.60353958370841,26.781860007972117,26.65587680375238,26.370916184176643,25.895441009112183,26.239850527083217,26.09236847290801,26.090697020240814,26.634465297968593,26.07030272980955,26.39354143157855,26.56992059719907,26.05464682664855,CAP2_HUMAN,0,0,0,0,0,0,0,0,0.11178033282813615,0.5284120020969416,0.8551632296840983,-0.14998394513487412,0.2616704795637598,0.5752633357542446,-0.20672073393669166,0.19357863255144572,0.43775408753335115,0.11583721075420073,0.5184849391210704,0.686403356904599,-0.277125810392544,0.1288526593920127,0.5698150937557895,-0.39296302114674475,0.013286511733551026,0.05926575373967506,Global,LiP,GLB,CAP2_HUMAN@GLB
IL6RB_HUMAN,IL6RB_HUMAN,IL6RB_HUMAN,,24.271044494879888,,,,,24.288893268177652,,24.76936538996609,25.240748025024516,,,,,24.22289503093434,,,24.021077625173366,,,,,,,,,,,,,IL6RB_HUMAN,24,2,4,5,4,4,5,5,-0.4952910661761969,0.46257586059853184,0.8364315883527752,0.2018174057609734,,,,,,-0.04814946394554909,,,,,,,,,Global,LiP,GLB,IL6RB_HUMAN@GLB
TXLNA_HUMAN,TXLNA_HUMAN,TXLNA_HUMAN,27.903632324775636,27.61064746777681,27.7668089961452,26.94163178332974,27.564849893479426,27.807763303270853,28.034588784930104,28.013626231550198,27.808144655228066,27.664193860455796,26.878816246259653,26.78478716375399,26.983528948241847,27.10548205242498,27.376198777829703,27.352152750754136,27.39262726535755,27.3792793671986,27.467670504564477,27.26874961938298,27.152153361450218,27.35941358177572,27.67644555958682,27.483585101576853,27.15978247173307,27.294382977079767,27.38575264500866,27.25439956582033,27.51373472913849,27.29986333864157,TXLNA_HUMAN,0,0,0,0,0,0,0,0,-0.30814927398564507,0.12412976453943912,0.5878641817069928,-0.3463332637495107,0.012229332273770243,0.12982583334940526,0.0166493640867742,0.8832814289296183,0.9439786254190162,-0.5317514553993234,0.025673843670967617,0.11152891750625425,-0.19123807787682523,0.3505579048814701,0.7563964554325241,0.3405133775224982,0.044487428256428846,0.12487885318885665,Global,LiP,GLB,TXLNA_HUMAN@GLB
TCPZ_HUMAN,TCPZ_HUMAN,TCPZ_HUMAN,29.355234750921408,29.386261113881414,29.514568879281388,29.33267206687512,29.419885209089728,29.39685208678906,29.416914804688957,29.35578685736648,29.335013163865323,29.289983713530592,29.381660026751113,29.45694231976966,29.289102380801335,29.367055596269786,29.36428333272808,29.27368731654398,29.214868717539556,29.23532024768491,29.536650008044056,29.445989247980012,29.051340487046662,29.38052317935039,29.151051490711815,29.34154101678892,29.31989441888326,29.366228982764177,29.291842820735294,29.19218135156146,29.225249142405765,29.293289271820573,TCPZ_HUMAN,0,0,0,0,0,0,0,0,0.04281427876173538,0.30384541049458136,0.7426920254889381,0.03050562370548704,0.6700428441371543,0.8536766732547838,-0.024888195301247862,0.7311359734483504,0.8669804809268108,-0.029915672745826072,0.4918355188895419,0.6610248741027247,-0.15285428545360702,0.062396491485855715,0.42703630548653104,-0.12293861270778095,0.11039239806271404,0.23141517519813387,Global,LiP,GLB,TCPZ_HUMAN@GLB
NNMT_HUMAN,NNMT_HUMAN,NNMT_HUMAN,27.953023029415927,28.26015161541769,28.160121004530854,28.19599368295254,28.19928124545926,28.137793495702148,28.051200170389066,28.213078159841984,28.166588530343102,28.23170690390724,28.057440139706248,28.11071874112747,27.809971089149215,28.02777176313824,28.191076492524466,28.26787472812668,28.24704813123281,28.37891671026721,28.445932857192087,28.26741811863453,28.19392318815723,28.05625349906481,27.942120923482513,28.049771952255036,27.813920433919336,28.265289449841095,28.099176506905604,28.232770424934024,28.408687026125836,28.401287125323204,NNMT_HUMAN,0,0,0,0,0,0,0,0,-0.006359336481459366,0.9202919558282149,0.9762505464044581,-0.28204246396153465,0.0053839734160278565,0.0825652020811589,-0.27024410725017134,0.013553871988918637,0.10137662148436805,-0.11431847042612375,0.20410908064011335,0.39654725438833954,-0.14251611617946836,0.12233047031144893,0.5556592937638226,-0.028197645753344602,0.7619090538779706,0.8434984786556938,Global,LiP,GLB,NNMT_HUMAN@GLB
PSB10_HUMAN,PSB10_HUMAN,PSB10_HUMAN,,,,24.73098792679725,,,,23.82177361931259,,,,,24.023178507333157,,24.82970403873271,,,,24.166227827514348,23.980190162252413,,,,,,,,,,,PSB10_HUMAN,24,4,3,5,4,3,5,4,0.9092143074846604,,,0.35323227814955516,0.48328233692132083,0.741230357528111,,,,-0.3045466537643158,0.7382433304426563,0.8428141006345338,,,,,,,Global,LiP,GLB,PSB10_HUMAN@GLB
RL13A_HUMAN,RL13A_HUMAN,RL13A_HUMAN,29.76970023573468,30.025147416396557,30.095529520606917,30.03101516532334,30.063383274458083,29.58632143357959,29.641772409098376,29.82804590896476,29.712794036954328,29.991303282551627,29.556768290986657,30.260118583061974,29.83114593472671,29.69060253904411,29.450363782645855,29.860532564012686,29.679447242707237,29.736425952899747,29.842895717461577,29.782843547789838,29.36866321106264,29.8026632595123,29.54161448220629,29.24515717805539,29.458949112679562,29.936476121051562,29.670414949204826,29.607657022108807,29.570982452531823,29.984851556901937,RL13A_HUMAN,0,0,0,0,0,0,0,0,0.24490770827417663,0.029641430656970353,0.4299672694174014,-0.02262917888115723,0.8797229018144899,0.9557248803729772,-0.2706669716565564,0.06625709163750908,0.23770777055925416,-0.23915529641085342,0.1553683815372704,0.3296433459271722,-0.5135456738006781,0.0016371437873695628,0.08469754605262418,-0.27439037738982464,0.14365396702795716,0.2773970083549711,Global,LiP,GLB,RL13A_HUMAN@GLB
STAT3_HUMAN,STAT3_HUMAN,STAT3_HUMAN,25.940987174040714,25.50045405987013,25.7908291707143,26.04507248185378,26.019346611062183,25.66467448151571,25.943449425228376,25.858984397009305,26.148833905649955,25.67172850222309,26.17325017908827,25.933486571617482,25.94064443641371,25.808917039614414,26.205164922110807,26.003856713494155,26.266401464568744,26.1909560125477,26.006734263834854,26.237916063352255,25.595874528045954,25.83392680580558,25.45230063546699,25.861424361840488,25.124180154317784,25.836237974837896,26.113471934364973,26.01710964192951,26.231867315098214,25.908188899959484,STAT3_HUMAN,0,0,0,0,0,0,0,0,0.0018037571829339072,0.9896628122590891,0.9950678038618685,-0.1288802737906103,0.21166469461882548,0.5260853185598842,-0.4478338561426547,0.019040740609056448,0.12327125248026734,0.15295473026070994,0.2583902583268605,0.454221009665119,-0.28579660241286575,0.12836543762062158,0.5692086469738736,-0.4387513326735757,0.022441023384767528,0.08027132842621962,Global,LiP,GLB,STAT3_HUMAN@GLB
UBP8_HUMAN,UBP8_HUMAN,UBP8_HUMAN,24.365926804335206,24.36713201022686,24.745519315685836,24.61008962800328,24.609885174910843,24.503889011567868,24.28447010469815,,24.60894946936957,,24.701862021566022,,24.9298862672215,24.823822116386925,24.496831854242846,25.02690242225123,25.183193811761328,24.894891236016118,24.103135389812895,24.960357080587794,24.383875732656257,24.134721364925568,,24.351803186354598,24.246552864090432,24.70281024379344,24.735711263901898,25.45345815653001,24.76965760785622,24.348435505501893,UBP8_HUMAN,4,2,0,0,0,1,1,0,0.07394105808721108,0.5662180804242108,0.8680021209686476,-0.09559542323155057,0.6890157352652965,0.8636971038809529,-0.522776268509979,0.04136342502569687,0.1872607821607526,0.19838997822191473,0.13603850329780345,0.30485997555726185,-0.2604722996256932,0.03298461280841452,0.32079395990739984,-0.4588622778476079,0.005555953070164073,0.03418118954035723,Global,LiP,GLB,UBP8_HUMAN@GLB
PEX19_HUMAN,PEX19_HUMAN,PEX19_HUMAN,26.08659864621262,25.746581750653956,26.00852633507576,25.447930663016695,26.36984141849999,26.010685932047256,26.60715897800691,26.66234095985476,26.05965537501676,26.660953684912702,25.603963159292086,24.83772004930283,25.408447798210542,,25.605005524018797,25.62111544714348,25.975916475489626,25.58665737021988,25.894035326300983,25.64731984296735,25.96171822966412,25.356546634534652,25.978405442653948,25.926802141678305,25.088327042360874,26.377911520987748,26.03058791478802,25.962842194270632,26.070345637283804,25.96624061431101,PEX19_HUMAN,1,0,0,0,0,1,0,0,-0.46826322327587633,0.06250325915977803,0.5134439840500323,-0.38122475971820435,0.07554084291536274,0.33550708821099073,-0.4192256781498642,0.06941129448747238,0.24340868713119476,-0.5681116299857436,0.048731616129114114,0.16305369730929434,-0.2695358645134256,0.29797272644038103,0.7211008838531366,0.298575765472318,0.29386499950422096,0.4512926068600599,Global,LiP,GLB,PEX19_HUMAN@GLB
MDHC_HUMAN,MDHC_HUMAN,MDHC_HUMAN,29.42495857920409,29.466435266920534,29.548379241037676,29.748766333590257,29.458722808611924,29.41804951794937,29.385964454750464,29.372990449890306,29.498716433863464,29.52321608090099,29.62473996623463,29.636822610000745,29.53988717673389,29.528962804170245,29.545084656423505,29.54554946539114,29.639037743899,29.688414116319507,29.731364971575005,29.586600013084723,29.703952115672706,29.688589682197343,29.565022265854605,29.664014589161532,29.614529419838448,29.706610869319558,29.676279537999136,29.56120543231096,29.64828802331042,29.596887007721087,MDHC_HUMAN,0,0,0,0,0,0,0,0,0.0896650584019767,0.21014969047593118,0.6583635685597042,-0.0630938193412689,0.1589194847578464,0.4660445385669514,0.009367440412699324,0.8048527765790024,0.9077660504801977,0.0456469968397073,0.4880740315696428,0.6590799488477316,0.11776916867203013,0.10207615520421813,0.5124546489835374,0.07212217183232283,0.06889188194218035,0.16753111327133624,Global,LiP,GLB,MDHC_HUMAN@GLB
MDHM_HUMAN,MDHM_HUMAN,MDHM_HUMAN,29.516090286350764,29.6422564478578,30.113646750929163,29.75923830362713,29.66364848681565,29.849721154788952,29.49625343159201,29.664054514612246,29.404754180311528,29.232178323676028,30.572267349844616,30.72437740507891,30.467534048124854,30.504077888433876,30.36969684873932,30.039441724543043,30.055909004867843,29.868110764971252,30.221509690066355,30.207452697770133,29.827186963118848,30.042320393006353,30.013579937836788,29.825875690791,29.7671562055395,29.936840466485698,29.534701711490264,29.663117035605584,29.33402007327245,29.442644661938928,MDHM_HUMAN,0,0,0,0,0,0,0,0,0.20958373411995268,0.19132618649489522,0.653810316716604,0.4491059316005952,0.0008944016581472217,0.03357343537672034,0.31295904829990917,0.028865441135848404,0.15579835931506572,0.7886146529282136,0.00014934992381019626,0.007974663640115271,0.1562477829423905,0.21324621462318963,0.6554733320220921,-0.6323668699858231,5.21467110532221e-05,0.0032394554403062607,Global,LiP,GLB,MDHM_HUMAN@GLB
RFC5_HUMAN,RFC5_HUMAN,RFC5_HUMAN,,23.067776349816885,,,,,,,,,23.107759480945916,,23.763146553820853,,,23.60134696130059,,,,,,,,,,,,23.617131871683707,,,RFC5_HUMAN,25,5,4,4,4,3,5,5,,,,-0.16589394391720447,0.8189701132473309,0.9252964217506906,,,,0.3676766675664993,0.6340559650005431,0.7765662115677386,,,,,,,Global,LiP,GLB,RFC5_HUMAN@GLB
ECHA_HUMAN,ECHA_HUMAN,ECHA_HUMAN,26.497713132042822,26.616725071232803,27.02416010517161,26.402621818658574,26.63761199532606,26.85071845568466,26.560980278319956,26.612865206898878,26.608271762598793,26.887211490230897,27.183494055633325,27.07152012003674,27.406192139164755,27.241567295434002,27.671224955422744,26.87624124058839,27.0122744927467,26.838813649037306,26.86161498471911,27.03717931123184,26.980391483921245,26.902594540282866,26.65297924172148,26.769240428684554,26.235094865338333,26.68564759483801,26.8377458185467,26.729076140597257,26.511123993981688,26.789145379894755,ECHA_HUMAN,0,0,0,0,0,0,0,0,-0.0682430142602648,0.6029108473533116,0.878507792249577,0.3895749774736501,0.008367416040071825,0.10469677283970467,-0.002487673581981653,0.9864900707673884,0.9915291163155127,0.6790332886519437,0.0018290319666547945,0.026151783963868507,0.0722936875033291,0.6790185174036729,0.906404096213954,-0.6067396011486146,0.00671357702707961,0.03864238285928458,Global,LiP,GLB,ECHA_HUMAN@GLB
